Sales Person,Country,Product,Date,Amount,Boxes Shipped
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2024-04-05,"$5,701.35 ",201
Wilone O'Kielt,USA,50% Dark Bites,2024-04-18,"$5,084.32 ",126
Andria Kimpton,India,50% Dark Bites,2024-01-31,"$15,789.48 ",16
Madelene Upcott,USA,Baker's Choco Chips,2024-08-22,"$6,541.75 ",141
Jehu Rudeforth,Australia,99% Dark & Pure,2024-02-25,"$11,409.11 ",217
Jan Morforth,Australia,Mint Chip Choco,2024-02-22,"$19,258.41 ",99
Oby Sorrel,New Zealand,Milk Bars,2024-01-12,"$5,074.86 ",201
Brien Boise,UK,Almond Choco,2024-05-25,$115.90 ,120
Kelci Walkden,India,Smooth Sliky Salty,2024-02-01,"$2,797.19 ",9
Rafaelita Blaksland,UK,Eclairs,2024-04-27,"$1,608.04 ",75
Gigi Bohling,USA,Smooth Sliky Salty,2024-07-22,"$2,960.99 ",133
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,"$3,703.51 ",260
Curtice Advani,USA,Mint Chip Choco,2024-08-24,"$5,679.57 ",285
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,"$6,764.17 ",20
Karlen McCaffrey,India,85% Dark Bars,2024-03-30,"$1,108.85 ",87
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,"$9,477.32 ",160
Kelci Walkden,USA,Fruit & Nut Bars,2024-02-17,"$5,301.93 ",155
Kelci Walkden,Canada,Peanut Butter Cubes,2024-04-08,"$8,041.25 ",43
Gigi Bohling,Canada,Drinking Coco,2024-07-06,"$3,716.17 ",89
Husein Augar,India,Fruit & Nut Bars,2024-04-04,"$4,591.77 ",222
Jan Morforth,New Zealand,Organic Choco Syrup,2024-03-02,"$1,928.33 ",217
Gigi Bohling,New Zealand,Raspberry Choco,2024-08-09,"$1,225.12 ",186
Dennison Crosswaite,Australia,Milk Bars,2024-06-09,"$11,326.55 ",296
Ches Bonnell,UK,Caramel Stuffed Bars,2024-06-02,"$3,063.08 ",301
Van Tuxwell,USA,Fruit & Nut Bars,2024-07-05,"$7,093.33 ",233
Andria Kimpton,Canada,Eclairs,2024-08-11,$337.37 ,120
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,"$3,764.59 ",158
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,$695.32 ,68
Roddy Speechley,Australia,Drinking Coco,2024-05-12,"$14,609.99 ",111
Wilone O'Kielt,USA,Milk Bars,2024-07-15,"$5,298.68 ",96
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,"$4,552.30 ",132
Madelene Upcott,UK,Fruit & Nut Bars,2024-01-05,"$9,099.26 ",199
Curtice Advani,Australia,50% Dark Bites,2024-06-29,$603.97 ,239
Brien Boise,Canada,Raspberry Choco,2024-06-14,"$3,172.23 ",46
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,"$4,737.32 ",74
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,"$15,201.56 ",142
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,"$7,912.62 ",106
Brien Boise,India,Milk Bars,2024-02-22,"$14,190.78 ",269
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,"$9,327.08 ",259
Barr Faughny,USA,Almond Choco,2024-02-03,$434.42 ,83
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,"$1,497.58 ",132
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,"$3,124.74 ",155
Brien Boise,Australia,Milk Bars,2024-07-27,"$2,356.21 ",54
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,"$8,548.00 ",55
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,"$12,094.34 ",52
Van Tuxwell,India,White Choc,2024-03-15,"$2,119.42 ",46
Gunar Cockshoot,Canada,After Nines,2024-08-04,"$3,038.32 ",220
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,"$5,187.72 ",382
Jan Morforth,Canada,After Nines,2024-07-13,"$5,384.52 ",180
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,"$6,575.07 ",249
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,"$6,350.37 ",59
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,"$7,488.06 ",28
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,"$6,997.57 ",7
Kaine Padly,India,70% Dark Bites,2024-01-24,"$13,081.57 ",324
Beverie Moffet,USA,White Choc,2024-03-11,"$5,964.72 ",136
Ches Bonnell,New Zealand,After Nines,2024-06-23,"$6,651.11 ",377
Husein Augar,India,Spicy Special Slims,2024-08-22,"$2,606.11 ",31
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,"$3,615.98 ",24
Curtice Advani,India,Milk Bars,2024-04-05,"$3,658.27 ",210
Beverie Moffet,India,Milk Bars,2024-04-15,"$1,997.46 ",314
Husein Augar,Australia,White Choc,2024-05-11,"$3,618.67 ",213
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,"$5,538.85 ",492
Jan Morforth,New Zealand,Orange Choco,2024-02-11,"$1,382.49 ",86
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,"$1,223.79 ",81
Gunar Cockshoot,UK,Raspberry Choco,2024-08-11,"$8,043.29 ",344
Husein Augar,New Zealand,After Nines,2024-08-04,"$6,878.47 ",7
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,"$9,420.22 ",94
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,"$2,516.34 ",293
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,"$4,334.75 ",529
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,"$1,588.49 ",111
Andria Kimpton,UK,Caramel Stuffed Bars,2024-06-07,"$8,959.38 ",271
Jan Morforth,UK,White Choc,2024-06-22,"$9,409.06 ",46
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,"$3,315.64 ",268
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,"$10,920.70 ",210
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,"$7,605.55 ",154
Kaine Padly,Canada,85% Dark Bars,2024-04-06,"$1,859.96 ",33
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,"$1,743.87 ",259
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,$758.28 ,57
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,$125.37 ,138
Curtice Advani,USA,Drinking Coco,2024-02-07,"$6,170.75 ",149
Brien Boise,Australia,Spicy Special Slims,2024-05-09,"$6,867.13 ",273
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,"$8,775.45 ",113
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,"$10,422.84 ",6
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,"$7,402.04 ",231
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,"$2,498.04 ",129
Marney O'Breen,USA,Raspberry Choco,2024-05-23,"$6,873.56 ",152
Jehu Rudeforth,UK,White Choc,2024-06-29,"$2,015.93 ",304
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,"$8,077.51 ",95
Dotty Strutley,USA,85% Dark Bars,2024-04-25,"$11,149.46 ",538
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,"$4,739.39 ",236
Curtice Advani,India,Manuka Honey Choco,2024-05-23,"$1,844.54 ",185
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,"$1,263.98 ",19
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,"$7,527.84 ",306
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,"$12,265.45 ",268
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,"$17,662.05 ",230
Rafaelita Blaksland,USA,White Choc,2024-08-16,"$5,520.00 ",120
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,"$10,712.76 ",11
Curtice Advani,New Zealand,After Nines,2024-04-05,"$8,416.80 ",29
Camilla Castle,India,85% Dark Bars,2024-05-04,"$9,986.05 ",54
Ches Bonnell,USA,Choco Coated Almonds,2024-01-04,"$15,629.82 ",89
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,"$6,224.33 ",100
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,"$7,736.85 ",95
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,"$4,860.75 ",162
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,"$1,754.64 ",62
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,$897.13 ,24
Jan Morforth,India,99% Dark & Pure,2024-05-23,"$10,607.29 ",182
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,"$10,772.00 ",192
Jan Morforth,UK,Orange Choco,2024-06-15,"$4,116.96 ",203
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,"$5,185.36 ",321
Curtice Advani,Australia,Eclairs,2024-03-25,"$6,974.95 ",58
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,$99.50 ,161
Andria Kimpton,UK,White Choc,2024-05-12,"$10,203.47 ",109
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,"$5,081.52 ",148
Madelene Upcott,Australia,Orange Choco,2024-04-15,"$7,166.62 ",381
Roddy Speechley,Canada,Eclairs,2024-03-08,"$7,026.54 ",95
Karlen McCaffrey,India,White Choc,2024-01-17,"$8,265.32 ",251
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,"$1,516.19 ",53
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,"$1,258.54 ",72
Marney O'Breen,UK,50% Dark Bites,2024-06-14,"$3,506.38 ",126
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,"$10,969.00 ",83
Madelene Upcott,UK,Raspberry Choco,2024-08-26,"$8,442.19 ",347
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,"$11,000.85 ",112
Gigi Bohling,Canada,White Choc,2024-07-11,"$6,987.59 ",4
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,"$3,735.00 ",21
Brien Boise,UK,Peanut Butter Cubes,2024-01-10,"$17,346.79 ",32
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,"$16,517.20 ",349
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,"$7,642.94 ",778
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,"$10,337.23 ",49
Jan Morforth,UK,Organic Choco Syrup,2024-04-12,"$1,367.24 ",384
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,$570.58 ,191
Ches Bonnell,UK,Choco Coated Almonds,2024-06-07,"$2,012.27 ",259
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,"$1,469.24 ",29
Husein Augar,USA,99% Dark & Pure,2024-02-21,"$10,020.18 ",113
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,"$1,914.65 ",304
Brien Boise,UK,Manuka Honey Choco,2024-06-28,$73.91 ,101
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,"$2,794.33 ",21
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,"$3,192.06 ",54
Dennison Crosswaite,USA,Eclairs,2024-05-25,"$2,447.37 ",98
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,"$7,696.46 ",313
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,"$14,731.55 ",132
Beverie Moffet,Canada,Orange Choco,2024-05-10,"$9,321.64 ",111
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,"$18,473.63 ",88
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,"$7,437.55 ",54
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,"$14,581.33 ",58
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,"$3,389.96 ",115
Beverie Moffet,India,Spicy Special Slims,2024-04-21,"$3,968.38 ",182
Gigi Bohling,Australia,Almond Choco,2024-08-17,"$1,084.26 ",120
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,"$20,690.20 ",51
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,"$8,929.57 ",121
Jan Morforth,India,Baker's Choco Chips,2024-08-01,"$15,497.27 ",85
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,"$9,172.13 ",30
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,"$6,093.61 ",104
Beverie Moffet,UK,Eclairs,2024-04-22,"$9,144.79 ",156
Marney O'Breen,New Zealand,Eclairs,2024-01-18,"$5,902.91 ",31
Husein Augar,Australia,99% Dark & Pure,2024-08-26,"$3,277.47 ",131
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,"$9,759.53 ",424
Curtice Advani,Canada,70% Dark Bites,2024-01-31,"$2,504.90 ",7
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,"$1,527.99 ",107
Dotty Strutley,Australia,Baker's Choco Chips,2024-06-07,"$3,767.49 ",65
Barr Faughny,Australia,85% Dark Bars,2024-02-10,"$9,452.18 ",42
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,$764.63 ,441
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,"$2,432.75 ",535
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,$779.04 ,134
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,"$5,050.53 ",85
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,"$2,727.35 ",293
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,"$9,089.21 ",602
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,$881.49 ,152
Camilla Castle,India,99% Dark & Pure,2024-08-02,$227.55 ,225
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,"$14,193.58 ",102
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,"$7,459.88 ",23
Jan Morforth,Canada,70% Dark Bites,2024-02-14,"$6,578.55 ",312
Kelci Walkden,Australia,Milk Bars,2024-02-24,"$8,975.44 ",137
Dennison Crosswaite,India,Orange Choco,2024-03-18,$852.29 ,123
Husein Augar,UK,Eclairs,2024-08-30,"$1,955.20 ",250
Gigi Bohling,USA,Peanut Butter Cubes,2024-05-09,$323.29 ,72
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,$542.39 ,86
Curtice Advani,India,White Choc,2024-07-04,"$7,666.62 ",347
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,"$1,826.32 ",13
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,"$11,510.68 ",30
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,"$12,263.85 ",223
Kelci Walkden,India,70% Dark Bites,2024-06-06,"$3,878.60 ",108
Kelci Walkden,India,Drinking Coco,2024-07-04,"$8,328.52 ",238
Brien Boise,New Zealand,Drinking Coco,2024-06-06,"$1,666.46 ",98
Dotty Strutley,Australia,Almond Choco,2024-05-13,"$1,754.11 ",95
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,"$2,390.70 ",274
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,"$8,546.72 ",41
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,"$4,115.57 ",274
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,$787.38 ,95
Brien Boise,USA,Manuka Honey Choco,2024-08-22,"$2,095.78 ",8
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,"$5,220.80 ",267
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,"$11,264.45 ",340
Oby Sorrel,UK,Raspberry Choco,2024-04-08,"$5,477.33 ",341
Roddy Speechley,USA,Drinking Coco,2024-02-21,"$3,389.00 ",160
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,"$11,559.52 ",413
Mallorie Waber,India,Raspberry Choco,2024-03-02,"$1,676.82 ",2
Jehu Rudeforth,USA,Orange Choco,2024-07-28,$437.48 ,174
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,"$8,487.63 ",40
Curtice Advani,Australia,After Nines,2024-08-11,$71.99 ,101
Husein Augar,UK,Almond Choco,2024-05-17,"$9,863.62 ",167
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,"$3,468.53 ",166
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,"$6,770.35 ",173
Ches Bonnell,New Zealand,Eclairs,2024-04-04,$564.14 ,50
Brien Boise,India,85% Dark Bars,2024-08-09,"$21,044.07 ",210
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,$677.38 ,327
Andria Kimpton,Canada,White Choc,2024-02-14,"$4,368.01 ",29
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,"$9,866.20 ",306
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,"$10,723.86 ",125
Husein Augar,Canada,70% Dark Bites,2024-01-31,"$5,443.42 ",284
Barr Faughny,Canada,Organic Choco Syrup,2024-03-10,"$1,312.35 ",200
Oby Sorrel,UK,Organic Choco Syrup,2024-06-30,"$8,471.68 ",162
Van Tuxwell,New Zealand,Eclairs,2024-03-01,"$5,774.60 ",178
Mallorie Waber,UK,Drinking Coco,2024-05-27,"$3,780.02 ",97
Oby Sorrel,UK,Milk Bars,2024-07-11,"$6,831.03 ",243
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-03-02,"$4,834.51 ",63
Jehu Rudeforth,USA,Raspberry Choco,2024-03-04,"$8,119.65 ",143
Kelci Walkden,UK,85% Dark Bars,2024-06-23,"$4,811.88 ",242
Kelci Walkden,USA,Almond Choco,2024-01-27,"$5,930.01 ",252
Marney O'Breen,Canada,Orange Choco,2024-01-14,"$3,040.05 ",426
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,"$1,126.87 ",23
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,"$6,051.65 ",490
Barr Faughny,Canada,Baker's Choco Chips,2024-02-03,"$12,279.35 ",162
Brien Boise,India,Smooth Sliky Salty,2024-05-27,"$7,091.66 ",28
Jan Morforth,Australia,Drinking Coco,2024-02-18,"$3,160.97 ",25
Brien Boise,India,Spicy Special Slims,2024-01-28,"$1,408.28 ",35
Van Tuxwell,UK,Eclairs,2024-06-29,"$5,776.61 ",114
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,"$4,890.59 ",274
Jehu Rudeforth,UK,After Nines,2024-06-27,"$2,048.13 ",172
Barr Faughny,Canada,White Choc,2024-03-29,"$4,590.46 ",1
Gunar Cockshoot,India,Organic Choco Syrup,2024-06-03,"$8,665.99 ",162
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,"$2,202.46 ",97
Mallorie Waber,India,Eclairs,2024-04-12,"$11,720.11 ",48
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,"$7,884.86 ",266
Karlen McCaffrey,UK,50% Dark Bites,2024-04-06,"$3,857.88 ",303
Kaine Padly,Australia,50% Dark Bites,2024-08-02,"$10,123.96 ",84
Gigi Bohling,Australia,Eclairs,2024-04-12,"$8,170.88 ",137
Oby Sorrel,India,Drinking Coco,2024-07-21,"$19,390.61 ",141
Van Tuxwell,New Zealand,Baker's Choco Chips,2024-03-22,"$10,197.43 ",24
Husein Augar,India,Peanut Butter Cubes,2024-05-09,"$5,188.18 ",5
Andria Kimpton,Australia,Baker's Choco Chips,2024-08-09,$350.27 ,117
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,"$3,766.32 ",300
Brien Boise,India,70% Dark Bites,2024-04-14,"$4,888.37 ",435
Jehu Rudeforth,Canada,White Choc,2024-01-25,"$5,230.36 ",142
Andria Kimpton,Australia,Almond Choco,2024-04-25,"$3,790.18 ",168
Dotty Strutley,Canada,After Nines,2024-01-17,$302.18 ,233
Karlen McCaffrey,USA,Eclairs,2024-08-15,"$1,017.17 ",123
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-06-02,$241.36 ,17
Gunar Cockshoot,USA,85% Dark Bars,2024-06-30,"$8,347.30 ",138
Dotty Strutley,New Zealand,Raspberry Choco,2024-02-10,"$6,291.74 ",88
Marney O'Breen,Canada,Caramel Stuffed Bars,2024-02-23,"$1,543.77 ",674
Dennison Crosswaite,India,Organic Choco Syrup,2024-01-27,"$9,744.50 ",225
Camilla Castle,UK,Mint Chip Choco,2024-05-26,"$5,414.75 ",325
Brien Boise,USA,70% Dark Bites,2024-04-14,"$1,898.07 ",22
Madelene Upcott,Australia,99% Dark & Pure,2024-08-01,"$4,911.08 ",163
Mallorie Waber,Australia,Eclairs,2024-08-22,"$11,293.17 ",219
Marney O'Breen,India,99% Dark & Pure,2024-07-22,"$12,398.37 ",161
Husein Augar,USA,Fruit & Nut Bars,2024-04-28,"$1,508.57 ",28
Kelci Walkden,Australia,Almond Choco,2024-05-30,"$5,869.09 ",354
Ches Bonnell,USA,Milk Bars,2024-07-21,"$2,770.47 ",159
Jan Morforth,UK,Caramel Stuffed Bars,2024-08-02,"$3,541.73 ",494
Brien Boise,New Zealand,70% Dark Bites,2024-06-15,"$7,624.41 ",139
Oby Sorrel,India,85% Dark Bars,2024-07-05,"$9,928.42 ",130
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-04-12,$7.67 ,548
Gigi Bohling,Australia,70% Dark Bites,2024-08-18,"$1,624.86 ",103
Jan Morforth,UK,50% Dark Bites,2024-01-12,"$6,301.56 ",287
Gunar Cockshoot,Canada,White Choc,2024-08-11,"$8,578.40 ",15
Jehu Rudeforth,Australia,Spicy Special Slims,2024-01-13,"$5,573.57 ",372
Husein Augar,UK,Baker's Choco Chips,2024-04-29,"$3,465.68 ",133
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,"$1,245.91 ",90
Madelene Upcott,New Zealand,Mint Chip Choco,2024-03-11,"$8,888.61 ",4
Madelene Upcott,UK,70% Dark Bites,2024-02-16,"$5,931.82 ",243
Barr Faughny,Australia,Organic Choco Syrup,2024-01-07,"$2,620.66 ",34
Beverie Moffet,New Zealand,Drinking Coco,2024-01-12,"$1,284.37 ",560
Beverie Moffet,India,Eclairs,2024-06-09,"$11,033.61 ",155
Andria Kimpton,India,Eclairs,2024-05-16,"$2,413.05 ",82
Gigi Bohling,UK,85% Dark Bars,2024-06-23,"$13,136.08 ",90
Roddy Speechley,UK,Raspberry Choco,2024-01-28,"$14,297.82 ",211
Dotty Strutley,UK,Mint Chip Choco,2024-07-14,"$2,837.65 ",212
Barr Faughny,Canada,Drinking Coco,2024-04-18,"$7,496.03 ",259
Oby Sorrel,USA,Milk Bars,2024-06-14,"$1,815.29 ",79
Oby Sorrel,UK,Orange Choco,2024-04-15,"$8,250.03 ",228
Curtice Advani,Canada,Peanut Butter Cubes,2024-05-19,"$5,605.82 ",64
Gigi Bohling,India,White Choc,2024-04-13,"$1,563.39 ",179
Husein Augar,Canada,Choco Coated Almonds,2024-08-15,"$3,997.02 ",411
Wilone O'Kielt,India,Choco Coated Almonds,2024-08-22,"$3,284.22 ",230
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2024-04-22,"$4,609.67 ",58
Kaine Padly,UK,Choco Coated Almonds,2024-08-03,"$9,412.06 ",123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-01-04,$427.36 ,249
Kelci Walkden,Canada,After Nines,2024-01-13,"$19,449.02 ",204
Van Tuxwell,Australia,Baker's Choco Chips,2024-05-11,"$14,122.44 ",32
Husein Augar,New Zealand,Peanut Butter Cubes,2024-02-16,"$2,257.14 ",231
Kaine Padly,UK,Caramel Stuffed Bars,2024-05-20,"$11,334.21 ",72
Jehu Rudeforth,UK,Drinking Coco,2024-02-03,"$7,865.93 ",436
Beverie Moffet,India,Manuka Honey Choco,2024-05-06,"$11,462.32 ",172
Gunar Cockshoot,UK,Choco Coated Almonds,2024-06-30,"$6,154.53 ",132
Gunar Cockshoot,UK,Smooth Sliky Salty,2024-03-22,$867.50 ,143
Camilla Castle,Canada,Orange Choco,2024-02-17,"$9,056.10 ",58
Jehu Rudeforth,UK,85% Dark Bars,2024-07-07,"$6,569.40 ",66
Oby Sorrel,UK,70% Dark Bites,2024-03-16,"$7,431.00 ",180
Kelci Walkden,UK,99% Dark & Pure,2024-08-12,"$3,672.65 ",124
Gigi Bohling,New Zealand,After Nines,2024-01-21,"$6,464.80 ",189
Oby Sorrel,Australia,50% Dark Bites,2024-05-06,$813.58 ,163
Oby Sorrel,Canada,50% Dark Bites,2024-06-24,"$7,301.81 ",134
Barr Faughny,USA,White Choc,2024-05-05,"$8,523.42 ",171
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2024-03-25,"$3,822.64 ",85
Curtice Advani,Australia,Caramel Stuffed Bars,2024-02-14,"$10,219.39 ",139
Curtice Advani,New Zealand,85% Dark Bars,2024-05-12,"$5,798.43 ",206
Barr Faughny,New Zealand,Smooth Sliky Salty,2024-01-25,"$4,487.01 ",184
Ches Bonnell,UK,85% Dark Bars,2024-06-28,"$17,237.67 ",13
Dennison Crosswaite,Australia,Drinking Coco,2024-07-13,"$7,497.22 ",184
Roddy Speechley,USA,Milk Bars,2024-05-16,"$3,034.06 ",245
Jan Morforth,India,After Nines,2024-03-14,"$6,795.06 ",177
Gunar Cockshoot,USA,After Nines,2024-08-15,"$4,273.09 ",280
Ches Bonnell,India,Orange Choco,2024-02-16,"$1,412.60 ",278
Mallorie Waber,UK,Manuka Honey Choco,2024-06-15,"$9,852.89 ",43
Barr Faughny,Australia,Raspberry Choco,2024-05-27,"$10,744.23 ",105
Wilone O'Kielt,USA,Drinking Coco,2024-06-14,"$1,213.63 ",101
Wilone O'Kielt,India,Eclairs,2024-02-25,"$4,263.93 ",80
Wilone O'Kielt,India,After Nines,2024-08-04,"$13,808.46 ",270
Kelci Walkden,India,99% Dark & Pure,2024-06-28,"$2,411.93 ",248
Gunar Cockshoot,Canada,Spicy Special Slims,2024-04-05,"$14,603.41 ",12
Madelene Upcott,Canada,Peanut Butter Cubes,2024-07-05,"$17,813.77 ",120
Kaine Padly,New Zealand,Eclairs,2024-01-20,"$14,346.28 ",48
Ches Bonnell,New Zealand,Drinking Coco,2024-02-16,"$10,009.51 ",144
Curtice Advani,UK,Drinking Coco,2024-07-12,$494.27 ,186
Kelci Walkden,India,Raspberry Choco,2024-06-16,"$9,118.67 ",253
Dotty Strutley,Australia,Choco Coated Almonds,2024-04-13,"$1,751.26 ",293
Kaine Padly,UK,50% Dark Bites,2024-02-21,"$3,402.47 ",69
Roddy Speechley,Canada,Choco Coated Almonds,2024-05-11,"$6,841.28 ",237
Ches Bonnell,India,50% Dark Bites,2024-04-15,"$12,584.46 ",328
Oby Sorrel,Canada,Peanut Butter Cubes,2024-06-07,"$14,291.30 ",179
Oby Sorrel,UK,White Choc,2024-06-27,"$1,998.41 ",303
Barr Faughny,India,After Nines,2024-07-29,"$9,558.06 ",117
Wilone O'Kielt,Canada,Smooth Sliky Salty,2024-06-02,"$5,594.84 ",174
Rafaelita Blaksland,India,Mint Chip Choco,2024-01-26,"$16,520.75 ",84
Rafaelita Blaksland,Canada,99% Dark & Pure,2024-03-02,"$5,545.62 ",139
Van Tuxwell,Australia,70% Dark Bites,2024-01-10,"$8,260.58 ",108
Beverie Moffet,USA,70% Dark Bites,2024-06-27,"$2,636.16 ",110
Barr Faughny,Canada,Orange Choco,2024-06-30,"$8,285.38 ",18
Roddy Speechley,Australia,85% Dark Bars,2024-07-08,"$4,590.00 ",78
Oby Sorrel,India,Spicy Special Slims,2024-06-08,"$13,189.14 ",95
Jan Morforth,UK,Manuka Honey Choco,2024-08-18,"$3,768.30 ",212
Kaine Padly,Australia,After Nines,2024-04-08,"$7,962.71 ",293
